unique_key,model_name,model_size,axis,dataset,condition,latency_seconds,tokens_per_second,max_memory_allocated_gb,input_tokens,output_tokens
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000622::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,27.215680430000248,14.109513116442649,2.9074525833129883,116,384
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000759::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,0.5922097160000703,11.820137040776226,2.907773494720459,63,7
Qwen/Qwen2.5-7B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000676::experiment_v3_robustness_fix,Qwen/Qwen2.5-7B-Instruct,7B,robustness,robustness_gsm8k,robust_format,22.537097339000866,14.46503935694731,6.271068572998047,75,326
Qwen/Qwen2.5-7B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000510::experiment_v3_robustness_fix,Qwen/Qwen2.5-7B-Instruct,7B,robustness,robustness_gsm8k,robust_format,26.580891374000203,14.446468126182,6.270869731903076,95,384
Qwen/Qwen2.5-1.5B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000600::experiment_v3_robustness_fix,Qwen/Qwen2.5-1.5B-Instruct,1.5B,robustness,robustness_gsm8k,robust_format,8.968280020999373,18.732688944438095,1.4194316864013672,77,168
Qwen/Qwen2.5-1.5B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000604::experiment_v3_robustness_fix,Qwen/Qwen2.5-1.5B-Instruct,1.5B,robustness,robustness_gsm8k,robust_format,0.6778577570003108,11.801886040814802,1.4194316864013672,80,8
Qwen/Qwen2.5-1.5B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000608::experiment_v3_robustness_fix,Qwen/Qwen2.5-1.5B-Instruct,1.5B,robustness,robustness_gsm8k,robust_format,1.2400760489999811,17.740847440559136,1.4194316864013672,89,22
Qwen/Qwen2.5-1.5B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000479::experiment_v3_robustness_fix,Qwen/Qwen2.5-1.5B-Instruct,1.5B,robustness,robustness_gsm8k,robust_format,13.443976264999947,18.893219907064527,1.4189577102661133,86,254
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000932::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,12.210428428000341,15.396675154238475,2.9074926376342773,87,188
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000936::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,0.925709807000203,6.481512839799357,2.9074926376342773,134,6
